timestamp,address,date,type,weather,road_conditions,lightning,vehicles,num_of_participants,num_dead,num_injured,lon,lat
2018-11-29T09:44:00Z,"Трусовский район, г Астрахань, ул Хибинская, 2",2018-11-29,Столкновение,Пасмурно,Гололедица,Светлое время суток,2,2,0,1,47.99818,46.367946
2018-11-29T10:45:00Z,"Ленинский район, г Астрахань, ул Балашовская, 13",2018-11-29,Столкновение,Ясно,Гололедица,Светлое время суток,2,2,0,1,48.080852,46.365651
2018-11-29T17:25:00Z,"Ленинский район, г Астрахань, ул 28 Армии, .",2018-11-29,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.054298,46.373443
2018-11-29T08:00:00Z,"Ленинский район, г Астрахань",2018-11-29,Наезд на препятствие,Пасмурно,Мокрое,Светлое время суток,1,1,0,1,48.106787,46.394381
2018-11-28T08:40:00Z,"Ленинский район, г Астрахань, ул Ахтубинская, 15",2018-11-28,Наезд на стоящее ТС,Пасмурно,Мокрое,Светлое время суток,2,3,0,2,48.078696,46.368282
2018-11-28T09:00:00Z,Володарский район,2018-11-28,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,42.985096,56.328289
2018-11-28T17:10:00Z,"Приволжский район, п Кирпичного Завода N1, ул 40 лет ВЛКСМ, 1",2018-11-28,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,2,0,1,48.077376,46.251542
2018-11-28T12:30:00Z,"Советский район, г Астрахань, ул Боевая, 36",2018-11-28,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.02089,46.338388
2018-11-28T12:30:00Z,"Ленинский район, г Астрахань, ул Анри Барбюса, 32",2018-11-28,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.051325,46.36136
2018-11-27T07:05:00Z,Приволжский район,2018-11-27,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",1,2,1,0,41.397288,57.339991
2018-11-27T12:00:00Z,"Ленинский район, г Астрахань, ул Татищева, 16 Г",2018-11-27,Столкновение,Пасмурно,Мокрое,Светлое время суток,5,5,0,1,48.053993,46.375402
2018-11-27T21:50:00Z,Приволжский район,2018-11-27,Столкновение,Ясно,Сухое,"В темное время суток, освещение отсутствует",3,3,0,2,41.397288,57.339991
2018-11-27T14:05:00Z,"Советский район, г Астрахань, ул Звездная, 29 Б",2018-11-27,Наезд на препятствие,Пасмурно,Мокрое,Светлое время суток,1,2,0,2,48.059383,46.330529
2018-11-27T15:30:00Z,"Кировский район, г Астрахань, ул Челюскинцев, 87",2018-11-27,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.038497,46.344653
2018-11-27T09:50:00Z,"Кировский район, г Астрахань, ул Коммунистическая, 9",2018-11-27,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.041677,46.350656
2018-11-26T15:15:00Z,"Кировский район, г Астрахань, ул Победы, 54",2018-11-26,Наезд на стоящее ТС,Пасмурно,Пыльное,Светлое время суток,3,1,0,1,48.057667,46.355545
2018-11-26T09:50:00Z,"Трусовский район, г Астрахань, ул Магистральная, .",2018-11-26,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,5,0,3,47.982127,46.413266
2018-11-26T10:00:00Z,"Советский район, г Астрахань, ул Космонавтов, 5 Б",2018-11-26,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.054029,46.333205
2018-11-25T00:21:00Z,Черноярский район,2018-11-25,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,2,1,0,45.966227,48.010561
2018-11-24T10:10:00Z,"Ленинский район, г Астрахань, ул Яблочкова, 36",2018-11-24,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.069093,46.36534
2018-11-24T19:45:00Z,Енотаевский район,2018-11-24,Опрокидывание,Ясно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,1,47.096469,47.054217
2018-11-24T21:00:00Z,"Кировский район, г Астрахань, пр-кт Губернатора Анатолия Гужвина, 3",2018-11-24,Наезд на препятствие,Ясно,Гололедица,"В темное время суток, освещение включено",1,3,0,3,48.016524,46.346538
2018-11-23T17:30:00Z,"Ленинский район, г Астрахань, ул Латышева, 3 Г",2018-11-23,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.052052,46.380189
2018-11-23T18:28:00Z,Ахтубинский район,2018-11-23,Иной вид ДТП,Ясно,Сухое,"В темное время суток, освещение не включено",2,3,0,1,46.371134,48.268094
2018-11-23T11:30:00Z,Наримановский район,2018-11-23,Столкновение,Пасмурно,Сухое,Светлое время суток,2,4,0,2,47.33269,46.425089
2018-11-22T21:10:00Z,Енотаевский район,2018-11-22,Столкновение,Ясно,Сухое,"В темное время суток, освещение отсутствует",2,2,0,1,47.096469,47.054217
2018-11-22T09:20:00Z,"Советский район, г Астрахань, ул Моздокская, 38 В",2018-11-22,Столкновение,Пасмурно,Сухое,Светлое время суток,2,3,0,1,48.030241,46.328986
2018-11-22T13:25:00Z,"Енотаевский район, с Никольское, ул Советская, 43",2018-11-22,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,46.402557,47.765678
2018-11-21T18:40:00Z,Приволжский район,2018-11-21,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,41.397288,57.339991
2018-11-21T09:30:00Z,"Кировский район, г Астрахань, ул Адмиралтейская, 39",2018-11-21,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.033835,46.35348
2018-11-21T15:25:00Z,"Советский район, г Астрахань, ул Боевая, 83 В",2018-11-21,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,3,48.022956,46.32303
2018-11-21T16:20:00Z,"Ленинский район, г Астрахань, ул Староверова, 37",2018-11-21,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.094507,46.387145
2018-11-21T12:45:00Z,"Ленинский район, г Астрахань, ул Жилая, 1",2018-11-21,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.091587,46.400465
2018-11-20T16:30:00Z,"Ленинский район, г Астрахань, ул Анри Барбюса, 32",2018-11-20,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.051325,46.36136
2018-11-20T18:35:00Z,"Кировский район, г Астрахань, ул Волжская, 5",2018-11-20,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.025516,46.342451
2018-11-19T14:25:00Z,"Лиманский район, с Лесное, ул Ленина, 102",2018-11-19,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,47.522001,45.782007
2018-11-19T19:03:00Z,Икрянинский район,2018-11-19,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,47.694226,45.786846
2018-11-19T20:00:00Z,Наримановский район,2018-11-19,Иной вид ДТП,Ясно,Сухое,"В темное время суток, освещение отсутствует",2,4,0,3,47.33269,46.425089
2018-11-18T16:25:00Z,Ахтубинский район,2018-11-18,Опрокидывание,Ясно,Сухое,Светлое время суток,1,2,0,1,46.371134,48.268094
2018-11-17T14:30:00Z,"Ленинский район, г Астрахань, ул Соликамская 2-я, 2 Б",2018-11-17,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.090509,46.383558
2018-11-17T11:50:00Z,"Кировский район, г Астрахань, ул Зеленая, 47",2018-11-17,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.063551,46.36057
2018-11-17T08:30:00Z,"Советский район, г Астрахань, ул Звездная, .",2018-11-17,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.058718,46.333217
2018-11-17T16:25:00Z,"Кировский район, г Астрахань, ул Набережная 1 Мая, 58",2018-11-17,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,48.03008,46.343757
2018-11-16T08:50:00Z,"Советский район, г Астрахань, ул Богдана Хмельницкого, 14",2018-11-16,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,3,0,2,48.014575,46.334175
2018-11-16T05:30:00Z,"Ленинский район, г Астрахань",2018-11-16,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",2,4,0,3,48.106787,46.394381
2018-11-15T13:40:00Z,"Кировский район, г Астрахань, ул Адмиралтейская, 8",2018-11-15,Падение пассажира,Ясно,Пыльное,Светлое время суток,1,2,0,1,48.025363,46.346501
2018-11-15T23:30:00Z,"Трусовский район, г Астрахань",2018-11-15,Наезд на препятствие,Пасмурно,Пыльное,"В темное время суток, освещение включено",1,1,0,1,47.995629,46.351676
2018-12-13T18:10:00Z,"Кировский район, г Астрахань, ул Софьи Перовской, 64",2018-12-13,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.064521,46.346252
2018-12-13T17:50:00Z,"Трусовский район, г Астрахань, ул Пирогова, 69",2018-12-13,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,3,0,1,47.995809,46.353524
2018-12-13T17:50:00Z,"Трусовский район, г Астрахань, ул Пирогова, 69",2018-12-13,Столкновение,Дождь,Мокрое,"В темное время суток, освещение включено",2,3,0,1,47.995809,46.353524
2018-12-13T20:30:00Z,Приволжский район,2018-12-13,Столкновение,Дождь,Мокрое,"В темное время суток, освещение включено",2,5,0,3,41.397288,57.339991
2018-12-12T18:40:00Z,Наримановский район,2018-12-12,Наезд на пешехода,Ясно,Мокрое,"В темное время суток, освещение отсутствует",1,2,1,0,47.33269,46.425089
2018-12-12T17:50:00Z,"Советский район, г Астрахань, ул Звездная, .",2018-12-12,Падение пассажира,Ясно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.058718,46.333217
2018-12-12T20:20:00Z,"Кировский район, г Астрахань, ул Свердлова, 92",2018-12-12,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,48.052618,46.348448
2018-12-12T19:15:00Z,"Трусовский район, г Астрахань, пер Ленинградский, 29",2018-12-12,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,47.994982,46.362132
2018-12-12T10:30:00Z,"Советский район, г Астрахань, ул Ахшарумова, 76",2018-12-12,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.031274,46.337193
2018-12-12T16:20:00Z,"Кировский район, г Астрахань",2018-12-12,Иной вид ДТП,Ясно,Сухое,Светлое время суток,1,2,0,1,48.063919,46.349468
2018-12-11T08:45:00Z,"Советский район, г Астрахань, ул Набережная реки Царева, .",2018-12-11,Столкновение,Ясно,Мокрое,Светлое время суток,2,2,0,1,48.016138,46.321337
2018-12-11T19:50:00Z,Икрянинский район,2018-12-11,Столкновение,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",2,2,1,1,47.694226,45.786846
2018-12-10T20:05:00Z,"Советский район, г Астрахань, ул Боевая, 135",2018-12-10,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.021689,46.311982
2018-12-10T11:30:00Z,"Трусовский район, г Астрахань",2018-12-10,Столкновение,Пасмурно,Мокрое,Светлое время суток,3,3,0,2,47.995629,46.351676
2018-12-09T18:10:00Z,"Кировский район, г Астрахань, ул Адмиралтейская, 39",2018-12-09,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.033835,46.35348
2018-12-09T19:23:00Z,"Лиманский район, с Оля, ул Чкалова, 29",2018-12-09,Наезд на стоящее ТС,Ясно,Сухое,"В темное время суток, освещение включено",3,2,0,1,47.542797,45.786695
2018-12-09T06:20:00Z,"Советский район, г Астрахань, ул Ахшарумова, 163 А",2018-12-09,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,2,0,2,48.039790000000004,46.338257
2018-12-09T13:10:00Z,"Кировский район, г Астрахань, ул Победы, 50",2018-12-09,Наезд на пешехода,Ясно,Мокрое,Светлое время суток,1,2,0,1,48.057739,46.354289
2018-12-08T17:20:00Z,"Кировский район, г Астрахань, ул Набережная Приволжского затона, 34 Б",2018-12-08,Столкновение,Пасмурно,Пыльное,Светлое время суток,2,2,0,1,48.005178,46.335252
2018-12-08T22:30:00Z,"Ленинский район, г Астрахань, ул Яблочкова, 11",2018-12-08,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.074034,46.36776
2018-12-08T09:50:00Z,"Ленинский район, г Астрахань, ул Савушкина, 5",2018-12-08,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.050669,46.374295
2018-12-07T01:00:00Z,Харабалинский район,2018-12-07,Опрокидывание,Ясно,Обработанное противогололедными материалами,"В темное время суток, освещение отсутствует",1,3,1,1,47.651377,47.408973
2018-12-07T10:50:00Z,"Советский район, г Астрахань, ул Богдана Хмельницкого, 34 Б",2018-12-07,Падение пассажира,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.022453,46.335687
2018-12-07T07:25:00Z,"Трусовский район, г Астрахань, ул Пушкина, 58",2018-12-07,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.019093,46.38165
2018-12-07T14:55:00Z,"Трусовский район, г Астрахань, пр-кт Бумажников, 2 Е",2018-12-07,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,1,0,47.979819,46.417578
2018-12-07T08:00:00Z,"Кировский район, г Астрахань, ул Софьи Перовской, 2",2018-12-07,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.056382,46.347552
2018-12-07T17:50:00Z,"Советский район, г Астрахань, ул Берзина, 33",2018-12-07,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.050417,46.338438
2018-12-07T10:40:00Z,"Советский район, г Астрахань, ул Моздокская, 61",2018-12-07,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.027483,46.327847
2018-12-06T06:50:00Z,Красноярский район,2018-12-06,Опрокидывание,Дождь,Гололедица,"В темное время суток, освещение отсутствует",1,6,0,6,50.392586,53.602873
2018-12-06T23:20:00Z,"Советский район, г Астрахань, ул Богдана Хмельницкого, 22",2018-12-06,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.017548,46.335159
2018-12-06T19:07:00Z,"Трусовский район, г Астрахань, ул Карла Маркса, 12",2018-12-06,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.005888,46.355271
2018-12-06T07:40:00Z,"Советский район, г Астрахань, ул Генерала Епишева, 16",2018-12-06,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.016767,46.337274
2018-12-06T07:20:00Z,"Трусовский район, г Астрахань, ул Магистральная, .",2018-12-06,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,47.982127,46.413266
2018-12-06T07:30:00Z,"Кировский район, г Астрахань, ул Софьи Перовской, 103 к.25",2018-12-06,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.07831,46.346899
2018-12-05T10:10:00Z,"Трусовский район, г Астрахань, ул Карла Маркса, 29",2018-12-05,Столкновение,Ясно,Мокрое,Светлое время суток,2,6,0,4,48.003948,46.357274
2018-12-05T07:30:00Z,"Советский район, г Астрахань, ул Звездная, 11 11",2018-12-05,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,2,48.052322,46.32781
2018-12-05T08:00:00Z,"Ленинский район, г Астрахань, ул Савушкина, 6 к.1",2018-12-05,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.049375,46.374581
2018-12-05T15:10:00Z,"Кировский район, г Астрахань, ул Бориса Алексеева, .",2018-12-05,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.071986,46.360944
2018-12-04T14:00:00Z,"Советский район, г Астрахань, ул Рождественского, 2",2018-12-04,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,5,0,3,48.039566,46.318642
2018-12-04T21:05:00Z,"Кировский район, г Астрахань, ул Адмиралтейская, 20",2018-12-04,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,3,0,2,48.03485,46.353835
2018-12-04T08:05:00Z,"Советский район, г Астрахань",2018-12-04,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.017243,46.308384
2018-12-04T12:50:00Z,"Трусовский район, г Астрахань, пл Заводская, 87 А",2018-12-04,Столкновение,Пасмурно,Мокрое,Светлое время суток,3,4,0,1,47.985658,46.338724
2018-12-03T13:05:00Z,"Ленинский район, г Астрахань, ул Академика Королева, .",2018-12-03,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,6,0,4,48.046878,46.357784
2018-12-02T13:50:00Z,Наримановский район,2018-12-02,Опрокидывание,Пасмурно,Мокрое,Светлое время суток,1,1,0,1,47.33269,46.425089
2018-12-02T09:20:00Z,Володарский район,2018-12-02,Столкновение,Дождь,Обработанное противогололедными материалами,Светлое время суток,2,4,0,1,42.985096,56.328289
2018-12-02T16:20:00Z,Ахтубинский район,2018-12-02,Столкновение,Пасмурно,Гололедица,Светлое время суток,2,6,1,5,46.371134,48.268094
2018-12-02T10:30:00Z,Харабалинский район,2018-12-02,Опрокидывание,Пасмурно,Мокрое,Светлое время суток,1,1,0,1,47.651377,47.408973
2018-12-01T20:10:00Z,"ЗАТО г. Знаменск, г Знаменск, ул Ниловского, 19",2018-12-01,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,45.739286,48.58149
2018-12-01T22:15:00Z,"Трусовский район, г Астрахань, пер Ульяновский, 18",2018-12-01,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",3,3,0,1,47.987805,46.343614
2018-11-30T14:10:00Z,Приволжский район,2018-11-30,Опрокидывание,Ясно,Мокрое,Светлое время суток,1,2,0,1,41.397288,57.339991
2018-12-27T18:40:00Z,"Советский район, г Астрахань, ул 1-я Виноградная, 6",2018-12-27,Наезд на пешехода,Пасмурно,Пыльное,"В темное время суток, освещение включено",1,2,0,1,47.975408,46.27414
2018-12-27T15:48:00Z,"Кировский район, г Астрахань",2018-12-27,Наезд на пешехода,Ясно,Мокрое,Светлое время суток,1,2,0,1,48.063919,46.349468
2018-12-26T08:00:00Z,"Кировский район, г Астрахань, ул Набережная 1 Мая, 125",2018-12-26,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.048684,46.346507
2018-12-26T11:10:00Z,"Трусовский район, г Астрахань, ул Карла Маркса, 20",2018-12-26,Столкновение,Ясно,Мокрое,Светлое время суток,2,2,0,1,48.004909,46.356814
2018-12-26T15:05:00Z,"Трусовский район, г Астрахань, ул Коломенская, 73",2018-12-26,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,47.969614,46.323105
2018-12-25T05:45:00Z,Наримановский район,2018-12-25,Опрокидывание,Ясно,Гололедица,"В темное время суток, освещение отсутствует",1,2,0,2,47.33269,46.425089
2018-12-25T15:05:00Z,"Трусовский район, г Астрахань",2018-12-25,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,47.995629,46.351676
2018-12-25T07:15:00Z,"Ленинский район, г Астрахань, ул Жилая, 16",2018-12-25,Наезд на пешехода,Ясно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.09077,46.40686
2018-12-25T16:00:00Z,"Кировский район, г Астрахань",2018-12-25,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,2,48.063919,46.349468
2018-12-24T17:40:00Z,Камызякский район,2018-12-24,Иной вид ДТП,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",1,1,0,1,48.078139,46.07766
2018-12-24T08:10:00Z,"Черноярский район, с Солодники, пер Почтовый, 1",2018-12-24,Наезд на пешехода,Дождь,Мокрое,Сумерки,1,2,0,1,45.278261,48.408803
2018-12-24T19:40:00Z,"Кировский район, г Астрахань, ул Свердлова, 49",2018-12-24,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,2,0,1,48.044533,46.351608
2018-12-24T18:05:00Z,Красноярский район,2018-12-24,Наезд на пешехода,Дождь,Мокрое,"В темное время суток, освещение отсутствует",1,2,0,1,50.392586,53.602873
2018-12-24T15:30:00Z,"Ленинский район, г Астрахань, ул 1-я Перевозная, 108",2018-12-24,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.064198,46.363661
2018-12-24T12:30:00Z,"ЗАТО г. Знаменск, г Знаменск, тер Промзона 2, 0",2018-12-24,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,2,0,1,NA,NA
2018-12-24T08:00:00Z,"Кировский район, г Астрахань, ул Бабушкина, 55 3",2018-12-24,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение не включено",1,2,0,1,48.045252,46.347558
2018-12-24T01:15:00Z,"Лиманский район, рп Лиман, ул Героев, 378",2018-12-24,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",2,3,0,2,47.194062,45.79758
2018-12-23T11:50:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 6",2018-12-23,Столкновение,Ясно,Сухое,Светлое время суток,2,3,0,1,48.005583,46.322221
2018-12-23T22:20:00Z,"Советский район, г Астрахань, ул Николая Островского, 148с",2018-12-23,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",3,4,0,1,48.063425,46.335893
2018-12-23T15:25:00Z,"Советский район, г Астрахань, ул Боевая, 115",2018-12-23,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,2,0,1,48.023387,46.317428
2018-12-23T18:50:00Z,"Трусовский район, г Астрахань, ул Магистральная, .",2018-12-23,Наезд на пешехода,Ясно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,47.982127,46.413266
2018-12-22T14:10:00Z,"Кировский район, г Астрахань, ул Свердлова, 39",2018-12-22,Наезд на пешехода,Ясно,Сухое,Светлое время суток,2,3,0,1,48.041973,46.352124
2018-12-22T21:50:00Z,Камызякский район,2018-12-22,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение отсутствует",1,2,0,1,48.078139,46.07766
2018-12-21T12:30:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 113",2018-12-21,Столкновение,Ясно,Сухое,Светлое время суток,2,2,0,1,47.994138,46.345536
2018-12-21T12:05:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 69",2018-12-21,Столкновение,Пасмурно,Сухое,Светлое время суток,2,3,0,1,47.997812,46.349126
2018-12-21T07:15:00Z,"Камызякский район, г Камызяк",2018-12-21,Наезд на препятствие,Пасмурно,Мокрое,Сумерки,1,1,0,1,48.073235,46.110571
2018-12-21T16:40:00Z,Наримановский район,2018-12-21,Столкновение,Пасмурно,Сухое,Светлое время суток,2,2,0,1,47.33269,46.425089
2018-12-20T17:55:00Z,"Ленинский район, г Астрахань, ул Космонавта Комарова, 130",2018-12-20,Наезд на пешехода,Ясно,Мокрое,"В темное время суток, освещение включено",1,3,0,2,48.115285,46.356291
2018-12-20T17:15:00Z,"Советский район, г Астрахань, ул Котельная 5-я, .",2018-12-20,Наезд на пешехода,Ясно,Мокрое,"В темное время суток, освещение включено",1,2,0,1,48.005322,46.311839
2018-12-20T18:45:00Z,"Советский район, г Астрахань, ул Николая Островского, 150",2018-12-20,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.065213,46.336938
2018-12-20T08:20:00Z,"Трусовский район, г Астрахань, ул Дзержинского, 163 А",2018-12-20,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,47.98988,46.34148
2018-12-19T07:45:00Z,"Советский район, г Астрахань, ул Моздокская, 49 лит.1",2018-12-19,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.030646,46.328699
2018-12-19T18:53:00Z,"Володарский район, п Володарский, ул Дорожная, 10",2018-12-19,Наезд на пешехода,Пасмурно,Обработанное противогололедными материалами,"В темное время суток, освещение отсутствует",1,3,2,0,48.540125,46.408631
2018-12-19T20:55:00Z,"Кировский район, г Астрахань, ул Красная Набережная, 27",2018-12-19,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение включено",2,2,0,1,48.042737,46.353909
2018-12-19T10:20:00Z,Камызякский район,2018-12-19,Опрокидывание,Ясно,Сухое,Светлое время суток,1,2,0,1,48.078139,46.07766
2018-12-18T12:35:00Z,"Советский район, г Астрахань, ул Боевая, 25",2018-12-18,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,48.023172,46.338313
2018-12-18T10:00:00Z,"Ленинский район, г Астрахань, ул Савушкина, 36",2018-12-18,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,5,0,3,48.047588,46.365011
2018-12-18T05:20:00Z,"Советский район, г Астрахань, ул Николая Островского, 162",2018-12-18,Наезд на препятствие,Ясно,Мокрое,"В темное время суток, освещение включено",1,1,0,1,48.070153,46.341194
2018-12-18T13:30:00Z,"Икрянинский район, рп Ильинка, ул Ленина, 40",2018-12-18,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,47.90065,46.234346
2018-12-18T18:30:00Z,"Трусовский район, г Астрахань, ул Керченская 5-я, 12 4",2018-12-18,Наезд на пешехода,Пасмурно,Мокрое,"В темное время суток, освещение не включено",1,2,0,1,47.974097,46.344261
2018-12-18T23:40:00Z,Приволжский район,2018-12-18,Столкновение,Снегопад,Мокрое,"В темное время суток, освещение отсутствует",2,3,0,1,41.397288,57.339991
2018-12-18T07:15:00Z,"Ленинский район, г Астрахань, ул Полякова, 17",2018-12-18,Наезд на пешехода,Ясно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.044956,46.365141
2018-12-18T07:30:00Z,Приволжский район,2018-12-18,Столкновение,Пасмурно,Мокрое,"В темное время суток, освещение отсутствует",2,3,0,1,41.397288,57.339991
2018-12-18T15:10:00Z,"Советский район, г Астрахань, ул Моздокская, 2 А",2018-12-18,Столкновение,Ясно,Сухое,Светлое время суток,3,4,0,1,48.038371,46.329801
2018-12-17T07:45:00Z,"Кировский район, г Астрахань, ул Свердлова, 39",2018-12-17,Наезд на пешехода,Ясно,Сухое,Светлое время суток,1,2,0,1,48.041973,46.352124
2018-12-17T10:20:00Z,"Кировский район, г Астрахань, ул Сен-Симона, 35",2018-12-17,Столкновение,Ясно,Мокрое,Светлое время суток,2,2,0,1,48.012401,46.342077
2018-12-16T16:55:00Z,"Советский район, г Астрахань, ул Адмирала Нахимова, 127",2018-12-16,Наезд на пешехода,Пасмурно,Мокрое,Светлое время суток,1,2,0,1,47.992665,46.308091
2018-12-16T04:50:00Z,"Ахтубинский район, г Ахтубинск, ул Шоссе Авиаторов, 5",2018-12-16,Наезд на пешехода,Пасмурно,Обработанное противогололедными материалами,"В темное время суток, освещение отсутствует",1,2,0,1,46.175984,48.288493
2018-12-16T21:25:00Z,"Советский район, г Астрахань, ул Николая Островского, 107",2018-12-16,Наезд на пешехода,Пасмурно,Сухое,"В темное время суток, освещение включено",1,2,0,1,48.038048,46.334767
2018-12-16T01:00:00Z,"Кировский район, г Астрахань, ул Чугунова, .",2018-12-16,Наезд на препятствие,Ясно,Со снежным накатом,"В темное время суток, освещение включено",1,2,0,1,48.048809,46.355844
2018-12-15T09:30:00Z,"Ленинский район, г Астрахань, ул Латышева, 8 А",2018-12-15,Столкновение,Пасмурно,Мокрое,Светлое время суток,2,3,0,1,48.055753,46.379182
2018-12-15T04:15:00Z,"Ленинский район, г Астрахань, ул Яблочкова, 1 1",2018-12-15,Столкновение,Ясно,Сухое,"В темное время суток, освещение включено",2,4,0,2,48.077717,46.37011
